Symbol,Date,Entry,Exit,Qty,PnL
INDIANB,2024-04-18,525.45,527.8180125,190.3130649919117,450.66371681415234
INDIANB,2024-04-22,522.3,524.6687999999999,191.46084625694047,453.5324526134338
INDIANB,2024-04-29,542.35,542.86425,184.38277864847421,94.81884391996815
INDIANB,2024-05-27,583.9,589.0527000000001,171.26220243192327,882.4627504709873
INDIANB,2024-06-13,541.35,543.3141375,184.72337674332687,362.8221113881948
INDIANB,2024-07-11,550.1,553.4116124999999,181.78512997636793,602.0019087438484
INDIANB,2024-07-29,590.35,593.351625,169.39103921402557,508.4483780807978
INDIANB,2024-09-12,520.7,521.8695,192.04916458613403,224.60149798347814
INDIANB,2024-11-25,547.7,561.3925,182.5817053131276,2499.9999999999986
INDIANB,2025-01-16,513.65,518.0204625,194.6850968558357,850.8639151173038
INDIANB,2025-01-28,511.35,513.9214875,195.5607705094358,502.88207685538066
INDIANB,2025-02-05,549.65,550.762275,181.93395797325573,202.36059310471535
INDIANB,2025-03-19,519.15,521.8195125000001,192.62255610131947,514.2083212944448
INDIANB,2025-03-20,532.3,534.0164625,187.86398647379298,322.4614878827793
INDIANB,2025-04-15,541.9,544.1139375,184.53589223103896,408.5509319062637
INDIANB,2025-04-21,581.5,585.9034875,171.96904557179707,757.2635425623358
INDIANB,2025-05-12,566.3,567.6080625,176.5848490199541,230.98401907116468
INDIANB,2025-05-16,594.05,596.8007625,168.33599865331203,463.05235249559206
INDIANB,2025-05-19,600.1,601.749525,166.63889351774705,274.87502082984935
INDIANB,2025-06-24,626.7,629.1926625000001,159.56598053295036,397.74413595022355
INDIANB,2025-08-18,676.0,676.8807375,147.92899408284023,130.28661242603687
INDIANB,2025-09-10,680.5,688.6777875,146.95077149155034,1201.73218221896
INDIANB,2025-09-24,709.05,719.520075,141.03377758973275,1476.6342288978303
INDIANB,2025-10-03,748.9,749.5125750000001,133.5291761249833,81.79663506477584
INDIANB,2025-10-20,792.15,801.3496124999999,126.23871741463107,1161.3472827116007
INDIANB,2025-10-28,847.9,850.1874,117.93843613633683,269.7723788182625
INDIANB,2025-10-31,864.95,872.0319375,115.61361928435169,818.7684259205712
INDIANB,2025-11-17,876.1,881.8794750000001,114.1422212076247,659.6821139139422
INDIANB,2025-12-01,879.5,884.7787500000001,113.7009664582149,600.1989766913086
INDIANB,2026-01-02,856.45,857.98545,116.76104851421564,179.2807519411488
INDIANB,2026-02-09,897.05,901.17465,111.47650632629174,459.80157181874904
ADANIPOWER,2017-08-28,5.93,6.0484875,16863.406408094437,1998.1028667790983
ADANIPOWER,2017-09-20,6.46,6.5883525,15479.876160990712,1986.880804953562
ADANIPOWER,2017-11-17,6.72,6.738315,14880.952380952382,272.5446428571474
ADANIPOWER,2017-12-15,7.02,7.0282425,14245.014245014247,117.41452991453842
ADANIPOWER,2018-11-26,9.98,10.1674575,10020.040080160321,1878.3316633266427
ADANIPOWER,2018-12-13,10.71,10.737315,9337.068160597571,255.0420168067204
ADANIPOWER,2019-01-15,10.04,10.07748,9960.1593625498,373.30677290837053
ADANIPOWER,2019-03-05,10.07,10.097475,9930.486593843098,272.84011916582944
ADANIPOWER,2019-04-12,10.39,10.457385,9624.639076034648,648.5563041385928
ADANIPOWER,2019-05-20,8.74,8.83779,11441.647597254005,1118.878718535467
ADANIPOWER,2019-05-23,9.68,9.921999999999999,10330.578512396694,2499.999999999991
ADANIPOWER,2019-05-30,10.08,10.1674575,9920.63492063492,867.6339285714216
ADANIPOWER,2019-07-18,12.93,13.146712500000001,7733.952049497293,1676.0440835266947
ADANIPOWER,2019-09-06,11.61,11.7870525,8613.264427217917,1525.0000000000027
ADANIPOWER,2019-10-18,12.82,12.9267675,7800.312012480499,832.8198127925127
ADANIPOWER,2019-11-04,14.13,14.3064225,7077.140835102618,1248.5668789808865
ADANIPOWER,2020-04-07,5.46,5.4686325,18315.018315018315,158.1043956043964
ADANIPOWER,2020-04-17,6.16,6.19845,16233.766233766233,624.1883116883132
ADANIPOWER,2020-05-14,6.81,6.980249999999999,14684.287812041117,2499.9999999999905
ADANIPOWER,2020-06-01,7.77,7.8480375,12870.01287001287,1004.3436293436376
ADANIPOWER,2020-06-03,8.21,8.3079225,12180.26796589525,1192.7222898903683
ADANIPOWER,2020-07-06,7.22,7.2281925000000005,13850.415512465375,113.46952908588247
ADANIPOWER,2020-07-27,7.12,7.1282175,14044.943820224718,115.41432584269334
ADANIPOWER,2020-09-10,7.55,7.5981,13245.033112582782,637.0860927152293
ADANIPOWER,2020-12-03,9.58,9.697574999999999,10438.413361169101,1227.296450939443
ADANIPOWER,2020-12-04,12.18,12.484499999999999,8210.180623973727,2499.9999999999927
ADANIPOWER,2020-12-15,9.64,9.6475875,10373.443983402489,78.7085062240626
ADANIPOWER,2020-12-24,9.56,9.617595,10460.251046025103,602.4581589958071
ADANIPOWER,2021-01-11,11.08,11.217195,9025.270758122744,1238.2220216606515
ADANIPOWER,2021-03-02,11.28,11.5071225,8865.248226950354,2013.497340425533
ADANIPOWER,2021-03-17,17.03,17.3056725,5871.9906048150315,1618.7463300058653
ADANIPOWER,2021-04-29,19.25,19.73125,5194.805194805195,2499.9999999999964
ADANIPOWER,2021-05-19,20.93,21.3846525,4777.830864787386,2172.2527472527554
ADANIPOWER,2021-06-07,23.12,23.698,4325.259515570934,2499.9999999999973
ADANIPOWER,2021-06-08,28.54,28.592850000000002,3503.8542396636303,185.1786965662332
ADANIPOWER,2021-06-09,32.83,32.8617825,3045.994517209869,96.80932074321808
ADANIPOWER,2021-06-23,25.98,26.1434625,3849.114703618168,629.1859122401764
ADANIPOWER,2021-08-31,19.55,19.695075,5115.089514066496,742.0716112531893
ADANIPOWER,2021-10-14,21.87,22.23444,4572.473708276178,1666.3923182441624
ADANIPOWER,2021-11-09,21.48,21.934515,4655.493482309124,2115.991620111735
ADANIPOWER,2021-11-30,20.49,20.5848525,4880.429477794046,462.92093704246844
ADANIPOWER,2021-12-08,20.24,20.5448625,4940.711462450593,1506.2376482213551
ADANIPOWER,2021-12-21,19.92,19.935015000000003,5020.08032128514,75.3765060241053
ADANIPOWER,2022-01-12,22.77,23.339249999999996,4391.743522178305,2499.999999999986
ADANIPOWER,2022-02-16,24.25,24.4838775,4123.711340206186,964.4432989690657
ADANIPOWER,2022-03-08,23.88,23.95401,4187.604690117253,309.9246231155831
ADANIPOWER,2022-03-09,24.26,24.293925,4122.011541632316,139.83924154987625
ADANIPOWER,2022-03-28,29.95,30.022492500000002,3338.8981636060103,242.04507512521783
ADANIPOWER,2022-03-29,31.11,31.812045,3214.400514304082,2256.6538090646154
ADANIPOWER,2022-04-04,43.69,44.048985,2288.8532845044633,821.6639963378442
ADANIPOWER,2022-04-06,48.57,48.86778,2058.8840848260243,613.0945027794997
ADANIPOWER,2022-04-19,48.46,48.7878,2063.557573256294,676.4341725134055
ADANIPOWER,2022-04-22,50.73,51.38715,1971.2201852946976,1295.3873447664134
ADANIPOWER,2022-04-25,53.95,54.3963975,1853.5681186283596,827.4281742353961
ADANIPOWER,2022-05-20,61.55,61.8745275,1624.6953696181968,527.2583265637727
ADANIPOWER,2022-06-27,54.07,54.376402500000005,1849.4544109487701,566.6774551507386
ADANIPOWER,2022-07-07,53.77,54.276427500000004,1859.7731076808627,941.8402454900519
ADANIPOWER,2022-07-18,58.4,58.845285000000004,1712.3287671232877,762.4743150685025
ADANIPOWER,2022-07-28,63.7,64.403895,1569.8587127158555,1105.0156985871315
ADANIPOWER,2022-08-04,69.98,70.7523075,1428.9797084881393,1103.6117462131988
ADANIPOWER,2022-08-11,68.94,68.99274750000001,1450.536698578474,76.51218450828183
ADANIPOWER,2022-08-16,71.71,71.88202500000001,1394.5056477478736,239.8898340538547
ADANIPOWER,2022-08-17,74.58,75.401145,1340.8420488066506,1101.0257441673389
ADANIPOWER,2022-08-18,78.8,79.36015499999999,1269.0355329949239,710.8565989847648
ADANIPOWER,2022-08-19,82.89,83.25918,1206.4181445288937,445.38545059717705
ADANIPOWER,2022-08-25,80.0,81.559605,1250.0,1949.506250000006
ADANIPOWER,2023-02-20,32.49,32.571855,3077.870113881194,251.93905817173695
ADANIPOWER,2023-03-08,36.17,37.07425,2764.7221454243845,2499.9999999999927
ADANIPOWER,2023-03-10,39.76,40.059982500000004,2515.0905432595573,754.4831488933747
ADANIPOWER,2023-03-22,41.19,41.249685,2427.7737314882256,144.90167516387902
ADANIPOWER,2023-05-11,48.29,48.657832500000005,2070.822116380203,761.715676123433
ADANIPOWER,2023-05-24,53.13,54.45825,1882.1757952192734,2499.999999999994
ADANIPOWER,2023-06-07,54.54,55.903499999999994,1833.5166850018336,2499.9999999999905
ADANIPOWER,2023-07-17,49.29,49.5576075,2028.809089064719,542.924528301895
ADANIPOWER,2023-07-31,53.23,53.4966225,1878.6398647379299,500.8876573360962
ADANIPOWER,2023-08-22,68.25,69.46263,1465.2014652014652,1776.7472527472592
ADANIPOWER,2023-09-11,75.88,76.42089,1317.8703215603584,712.8228782287882
ADANIPOWER,2023-11-21,78.93,79.15020750000001,1266.9453946534902,278.9908779931594
ADANIPOWER,2023-11-28,84.45,85.40864250000001,1184.1326228537596,1135.1598579040976
ADANIPOWER,2023-12-04,93.6,93.84653250000001,1068.3760683760684,263.389423076939
ADANIPOWER,2023-12-06,115.81,115.96100249999999,863.4832915983076,130.38813573956475
ADANIPOWER,2024-01-04,110.39,110.49237,905.8791557206268,92.7348491711146
ADANIPOWER,2024-01-29,111.8,112.7718,894.4543828264759,869.2307692307709
ADANIPOWER,2024-03-21,105.06,105.2036925,951.8370454978108,136.77184466019438
ADANIPOWER,2024-04-03,121.86,123.5391075,820.6138191367143,1377.898818316101
ADANIPOWER,2024-04-04,128.74,128.84778,776.7593599502874,83.71912381543507
ADANIPOWER,2024-04-26,119.53,120.069975,836.6100560528738,451.74851501714915
ADANIPOWER,2024-05-09,119.6,122.58999999999999,836.1204013377927,2499.999999999996
ADANIPOWER,2024-06-03,172.37,175.46612249999998,580.1473574287869,1796.207286650797
ADANIPOWER,2024-07-23,144.4,144.68382,692.5207756232687,196.55124653739026
ADANIPOWER,2024-09-16,131.2,132.626835,762.1951219512196,1087.526676829277
ADANIPOWER,2024-11-13,115.9,118.7975,862.8127696289905,2499.9999999999945
ADANIPOWER,2024-12-20,103.31,105.2036925,967.9605072113058,1833.019552802246
ADANIPOWER,2025-01-14,96.06,97.5756,1041.0160316468873,1577.763897564014
ADANIPOWER,2025-01-16,114.75,115.09122,871.4596949891068,297.3594771241891
ADANIPOWER,2025-02-01,104.78,106.553355,954.380606986066,1692.4556213017704
ADANIPOWER,2025-03-05,98.47,98.61534,1015.5377272265665,147.5982532751137
ADANIPOWER,2025-03-10,103.02,105.59549999999999,970.6853038245001,2499.9999999999914
ADANIPOWER,2025-03-19,104.26,104.7738,959.1406100134279,492.80644542488886
ADANIPOWER,2025-04-11,103.02,104.29392,970.6853038245001,1236.575422248111
ADANIPOWER,2025-04-15,106.57,106.6633275,938.350380031904,87.57389509242836
ADANIPOWER,2025-05-12,108.8,109.032735,919.1176470588235,213.9108455882401
ADANIPOWER,2025-05-16,110.26,111.5820975,906.9472156720478,1199.0726464719735
ADANIPOWER,2025-06-05,110.15,110.39239500000001,907.8529278256922,220.0590104403104
ADANIPOWER,2025-06-06,111.31,112.191945,898.391878537418,792.3322253166847
ADANIPOWER,2025-06-24,108.88,109.07272499999999,918.4423218221896,177.00679647317764
ADANIPOWER,2025-06-26,112.66,113.0617275,887.6264867743654,356.583969465655
ADANIPOWER,2025-07-01,118.87,120.7698,841.2551526878102,1598.216539076301
ADANIPOWER,2025-08-18,117.86,118.7703,848.4642796538266,772.3570337688839
ADANIPOWER,2025-09-01,121.53,122.629335,822.8420966016621,904.5791162675853
ADANIPOWER,2025-09-08,125.23,127.58809500000001,798.5307035055498,1883.0112592829241
ADANIPOWER,2025-09-19,134.15,135.2161875,745.4342154304883,794.7726425642817
ADANIPOWER,2025-09-22,165.25,167.8080375,605.143721633888,1547.980332829054
ADANIPOWER,2025-10-01,147.57,149.062725,677.6445076912652,1011.5368977434487
ADANIPOWER,2025-11-14,153.97,154.7113125,649.4771708774437,481.46554523607995
ADANIPOWER,2025-12-22,142.69,142.95425250000002,700.8199593524424,185.19342630879964
ADANIPOWER,2026-01-22,140.55,141.264675,711.490572749911,508.4845250800425
ADANIPOWER,2026-02-03,141.06,143.76405000000003,708.918190840777,1916.9502339430198
IOC,2017-08-03,125.73,128.7378075,795.3551260637875,2392.275113338104
IOC,2017-09-13,146.23,146.84328,683.854202284073,419.39410517677845
IOC,2017-10-04,137.97,138.145455,724.7952453431906,127.16894977168911
IOC,2017-10-16,139.55,139.68507,716.5890361877463,96.78968111786793
IOC,2018-01-23,130.47,130.747305,766.4597225415804,212.54311335940258
IOC,2018-01-30,134.77,134.98624500000003,742.0048972323217,160.45484900201447
IOC,2018-02-07,135.85,136.265925,736.105999263894,306.16488774384663
IOC,2018-02-26,123.83,124.0389825,807.5587498990552,168.76564645078312
IOC,2018-03-12,130.0,130.267425,769.2307692307693,205.71153846154073
IOC,2018-05-28,115.53,116.270925,865.5760408551891,641.3269280706347
IOC,2018-06-18,114.7,116.90076750000001,871.8395815170009,1918.7162162162267
IOC,2018-07-17,107.27,107.5031175,932.2270905192505,217.31844877412684
IOC,2018-08-01,111.27,112.4418825,898.7148377819718,1053.18819088704
IOC,2018-08-09,112.03,112.17195000000001,892.6180487369454,126.70713201821695
IOC,2018-09-14,101.17,101.674575,988.4353069091628,498.73974498369347
IOC,2018-10-24,89.33,90.47737500000001,1119.444755401321,1284.4229262286028
IOC,2018-11-01,94.37,94.8062925,1059.6587898696619,462.32118257920234
IOC,2018-11-02,97.27,97.8055425,1028.0662074637607,550.5731469106667
IOC,2018-11-09,94.13,94.6063425,1062.3605651758207,506.0474875172647
IOC,2018-11-14,98.8,101.26999999999998,1012.1457489878543,2499.9999999999845
IOC,2018-12-14,93.87,94.34640750000001,1065.3030787258974,507.5183764781161
IOC,2018-12-18,95.83,95.9060175,1043.5145570280706,79.32536783888769
IOC,2018-12-19,97.57,97.8055425,1024.9051962693452,241.40873219228064
IOC,2019-02-22,88.6,89.10771749999999,1128.6681715575621,573.0445823927746
IOC,2019-03-18,109.3,110.04248249999999,914.9130832570906,679.3069533394274
IOC,2019-04-05,104.37,104.6438325,958.1297307655456,262.36705949985384
IOC,2019-04-11,106.17,107.2431825,941.8856550814731,1010.8152020344744
IOC,2019-04-16,104.93,105.1437075,953.0162965786715,203.66673020108468
IOC,2019-04-24,101.27,101.70456750000001,987.4592673052236,429.1177051446768
IOC,2019-05-20,104.33,104.473875,958.4970765839164,137.90376689351905
IOC,2019-06-03,112.8,112.9017675,886.5248226950355,90.21941489362432
IOC,2019-07-03,104.3,104.5038675,958.7727708533077,195.46260786193787
IOC,2019-09-05,81.6,83.63999999999999,1225.4901960784314,2499.9999999999905
IOC,2019-10-29,95.93,96.475875,1042.4267695194412,569.03471281142
IOC,2019-10-30,97.87,99.1052175,1021.7635639113108,1262.1002350056096
IOC,2020-01-07,84.07,84.6088425,1189.4849530153444,640.9450457951722
IOC,2020-02-06,77.83,77.9805,1284.8515996402416,193.37016574586673
IOC,2020-03-09,68.23,69.25268249999999,1465.630954125751,1498.8751282426904
IOC,2020-04-15,56.57,56.6558325,1767.7214071062401,151.72794767545025
IOC,2020-04-17,57.6,57.7555575,1736.111111111111,270.0651041666675
IOC,2020-05-12,50.83,51.057232500000005,1967.3421207948063,447.04406846351884
IOC,2020-05-13,50.97,51.1172175,1961.9383951343927,288.8316656857044
IOC,2020-06-01,57.9,57.9555075,1727.1157167530225,95.86787564767614
IOC,2020-06-03,58.0,58.085475,1724.1379310344828,147.37068965517656
IOC,2020-06-08,61.93,63.478249999999996,1614.7263038914905,2499.9999999999936
IOC,2020-06-22,57.43,57.9155175,1741.2502176562773,845.4074525509321
IOC,2020-06-23,59.8,60.284925,1672.2408026755854,810.911371237465
IOC,2020-08-28,58.77,59.11521750000001,1701.5484090522375,587.4042879019976
IOC,2020-10-19,50.03,50.187450000000005,1998.800719568259,314.711173296031
IOC,2020-12-02,57.93,59.0552325,1726.2213015708614,1942.4003107198391
IOC,2020-12-07,61.1,61.284675,1636.6612111292961,302.2504091653005
IOC,2020-12-11,62.8,63.9140175,1592.3566878980891,1773.913216560514
IOC,2020-12-14,64.2,64.283925,1557.632398753894,130.72429906541058
IOC,2020-12-16,64.33,64.483875,1554.4846883258201,239.1963314161345
IOC,2020-12-24,59.47,60.3149175,1681.5200941651253,1420.7457541617641
IOC,2021-01-04,61.47,61.684575,1626.8098259313488,349.07271839922487
IOC,2021-01-06,63.07,63.184200000000004,1585.5398763278897,181.06865387665113
IOC,2021-02-02,65.27,65.58359999999999,1532.0974413972729,480.4657576221754
IOC,2021-02-03,66.87,67.9530075,1495.4389113204725,1619.571556751897
IOC,2021-02-04,68.7,69.3526575,1455.604075691412,950.0109170305731
IOC,2021-02-18,64.1,64.2539325,1560.0624024961,240.14430577224724
IOC,2021-02-25,66.5,66.6133425,1503.7593984962407,170.43984962406267
IOC,2021-03-02,68.97,69.282675,1449.905756125852,453.3492822966489
IOC,2021-03-08,68.47,69.2126925,1460.4936468526362,1084.6976778151072
IOC,2021-04-07,61.47,61.784549999999996,1626.8098259313488,511.7130307467009
IOC,2021-04-29,60.07,60.2149425,1664.7244880972198,241.28932911602976
IOC,2021-05-04,61.67,62.1144675,1621.5339711366953,720.719150316202
IOC,2021-05-10,64.2,64.6138425,1557.632398753894,644.6144859813103
IOC,2021-05-18,69.27,70.082475,1443.6263894904,1172.9103508012217
IOC,2021-06-02,73.87,74.18145,1353.7295248409366,421.619060511701
IOC,2021-06-07,76.97,77.080725,1299.2074834351047,143.8547486033548
IOC,2021-08-04,71.4,71.55210749999999,1400.5602240896358,213.03571428569384
IOC,2021-08-30,71.1,71.3521575,1406.4697609001407,354.65189873419104
IOC,2021-09-23,78.2,78.280425,1278.772378516624,102.8452685421881
IOC,2021-09-28,80.13,80.7498075,1247.9720454261826,773.5024335454979
IOC,2021-10-05,85.47,86.278425,1170.00117000117,945.8581958581956
IOC,2021-10-06,88.67,89.40764250000001,1127.777151234916,831.8963572798092
IOC,2021-10-18,91.67,92.20694250000001,1090.8694229300752,585.734155121642
IOC,2021-12-23,74.13,74.61134249999999,1348.9815189531905,649.3221367867217
IOC,2021-12-28,74.47,74.61134249999999,1342.8226131328051,189.79790519671448
IOC,2022-01-14,82.13,82.6493325,1217.5818823815903,632.3298429319426
IOC,2022-02-16,80.6,80.9497575,1240.694789081886,433.9423076923198
IOC,2022-03-03,77.2,77.35065750000001,1295.3367875647668,195.15220207254964
IOC,2022-04-11,85.53,85.6485825,1169.18040453642,138.64433532094264
IOC,2022-04-19,86.47,86.5483575,1156.4704521799467,90.61813345668513
IOC,2022-06-27,72.9,73.2516825,1371.7421124828531,482.41769547324475
IOC,2022-06-30,74.9,75.281175,1335.1134846461948,508.9118825100119
IOC,2022-07-20,72.8,72.881775,1373.6263736263736,112.32829670330698
IOC,2022-09-08,72.3,72.83178749999999,1383.1258644536654,735.5290456431438
IOC,2022-11-24,70.6,70.93226250000001,1416.4305949008499,470.62677053826206
IOC,2022-11-28,75.25,75.38115,1328.9036544850499,174.2857142857212
IOC,2023-03-15,78.35,78.58035,1276.3241863433313,294.00127632418815
IOC,2023-05-02,82.05,82.279425,1218.769043266301,279.61608775137864
IOC,2023-05-03,83.15,83.5791,1202.6458208057727,516.0553217077464
IOC,2023-05-09,84.0,84.078975,1190.4761904761904,94.0178571428569
IOC,2023-05-16,85.05,85.42863750000001,1175.7789535567313,445.1940035273493
IOC,2023-05-17,88.4,88.477875,1131.2217194570135,88.09389140270554
IOC,2023-06-13,92.85,92.92676250000001,1077.0059235325796,82.67366720518598
IOC,2023-07-06,97.7,98.17545000000001,1023.5414534288639,486.6427840327628
IOC,2023-07-07,100.45,100.97475,995.5201592832254,522.39920358387
IOC,2023-09-04,89.95,90.22743750000001,1111.728738187882,308.435241801006
IOC,2023-09-05,90.95,91.12721250000001,1099.5052226498076,194.84606926884024
IOC,2023-09-08,92.15,92.4268875,1085.1871947911013,300.47476939772196
IOC,2023-10-11,89.4,90.22743750000001,1118.5682326621923,925.545302013425
IOC,2023-11-01,91.15,91.877025,1097.0927043335162,797.613823368072
IOC,2023-11-02,93.8,94.3264125,1066.0980810234541,561.2073560767659
IOC,2023-11-06,97.55,97.9755,1025.115325474116,436.18657098923586
IOC,2023-11-15,99.95,100.37490000000001,1000.5002501250625,425.1125562781471
IOC,2023-11-16,102.9,104.1239625,971.8172983479105,1189.4679300291534
IOC,2023-11-28,105.25,106.6233375,950.1187648456057,1304.833729216157
IOC,2023-12-04,113.55,114.42138750000001,880.6693086745927,767.4042272126918
IOC,2023-12-07,120.8,121.1197125,827.8145695364238,264.66266556292095
IOC,2023-12-13,119.05,119.62008750000001,839.9832003359933,478.8639227215572
IOC,2024-01-08,135.45,135.61608750000002,738.27980804725,122.61904761907103
IOC,2024-01-11,132.1,132.26692500000001,757.0022710068131,126.36260408782773
IOC,2024-01-16,138.95,139.4151375,719.6833393306946,334.751709247929
IOC,2024-02-02,153.05,153.5616,653.3812479581835,334.2698464553983
IOC,2024-02-16,193.05,193.8015375,518.000518000518,389.2968142968058
IOC,2024-03-01,169.55,171.25717500000002,589.7965202005307,1006.8858743733449
IOC,2024-03-21,161.5,162.6093375,619.1950464396285,686.8962848297273
IOC,2024-03-27,170.15,170.75730000000001,587.7167205406994,356.9203643843722
IOC,2024-04-18,173.2,174.056475,577.3672055427252,494.5005773672156
IOC,2024-04-22,170.5,171.5071125,586.5102639296188,590.6818181818212
IOC,2024-06-03,169.5,170.00748750000002,589.9705014749262,299.4026548672712
IOC,2024-07-02,168.75,169.2076875,592.5925925925926,271.2222222222172
IOC,2024-07-04,170.19,171.177195,587.57858863623,580.0546448087514
IOC,2024-07-29,180.38,181.31466000000003,554.385186827808,518.1616587204992
IOC,2024-08-19,169.8,170.657325,588.9281507656066,504.9028268551087
IOC,2024-08-20,172.07,173.1866925,581.1588307084327,648.975707560876
IOC,2024-09-04,178.89,179.1651975,559.0027391134217,153.8361562971763
IOC,2024-10-15,167.55,168.657825,596.8367651447329,661.1906893464585
IOC,2024-11-06,142.2,142.9942425,703.2348804500704,558.539029535882
IOC,2024-11-12,140.95,141.104715,709.4714437743881,109.76587442356167
IOC,2024-11-19,135.76,136.4358825,736.5939893930466,497.85098703594593
IOC,2024-11-25,135.99,137.80554,735.3481873667181,1335.0540480917703
IOC,2025-01-03,138.85,139.1152125,720.2016564638099,191.00648181492133
IOC,2025-01-21,132.5,133.1567025,754.7169811320755,495.6245283018826
IOC,2025-01-24,132.15,132.68682,756.7158531971245,406.2202043132848
IOC,2025-01-30,124.8,125.2186875,801.2820512820513,335.4867788461573
